link_id;link;article_title;article_author;post_date;article_excerpt;categories;site_manual;link_type;img_type;img_url;author_image;author_url;create_date;format;type;level;style;theme;topic;area;technology;other;misc;concatenate;tag_count
L01157;https://towardsdatascience.com/deep-neural-networks-for-regression-problems-81321897ca33;Deep Neural Networks for Regression Problems;Mohammed AL-Ma'amari;2018-09-29;Neural networks are well known for classification problems, for example, they are used in handwritten digits classification, but the question is will it be fruitful if we used them for regression problems? In this article I will use a deep neural network to predict house pricing using a dataset from Kaggle .;"post;how-to;regression;ml;python;keras";https://towardsdatascience.com;website;rep;https://miro.medium.com/fit/c/40/40/0*7cd9AUMB5k8T6cD0.jpg;NA;NA;No;post;how-to;;;;;regression#ml;python#keras;;technology;"post;how-to;technology;regression;ml;python;keras";4
L01158;https://r-posts.com/whys-and-hows-of-apply-family-of-functions-in-r/;Whys and Hows of Apply Family of Functions in R;Perceptive Analytics;2018-02-22;Based on the concept of vectorization is a family of functions in R called ‘apply’ family function.;"post;function;explainer;rstats;data-preparation";https://r-posts.com;website;rep;/img/logos/rblogger-logo.png;NA;NA;No;post;;explainer;;;function;data-preparation;rstats;;technology;"post;explainer;function;technology;data-preparation;rstats";5
L01160;https://blog.insightdatascience.com/how-to-deliver-on-machine-learning-projects-c8d82ce642b0;How to deliver on Machine Learning projects;Emmanuel Ameisen;2018-10-04;Many types of professionals face similar situations: software and business developers, startups looking for product-market fit, or pilots maneuvering with limited information. Each of these professions has adapted a common framework to help their teams work productively through the uncertainty: agile/scrum for software development, “lean” startups, and the US Air Force’s OODA loop. MLEs can follow a similar framework to cope with uncertainty and deliver great products quickly.;"post;ml-project-management;methodology;perspective;recommendation";https://blog.insightdatascience.com;website;rep;/img/images/geometric-pattern-06.jpg;NA;NA;No;post;perspective#recommendation;;;;methodology;ml-project-management;;;;"post;perspective;recommendation;methodology;ml-project-management";4
L01161;https://juliasilge.com/blog/tensorflow-generation/;TensorFlow, Jane Austen, and Text Generation;Julia Silge;2018-10-03;TensorFlow for R has changed that for me. Not only is the R interface that RStudio has developed just beautiful, but now these fun text generation projects provide a step into understanding how these neural networks model work at all, and deal with text in particular. Let’s step through how to take the text of Pride and Prejudice and generate 🙌 new 🙌 Jane-Austen-esque text.;"post;nlp;how-to;tensorflow;introduction";https://juliasilge.com;website;rep;/img/logos/rblogger-logo.png;NA;NA;No;post;how-to;introduction;;;;nlp;tensorflow;;technology;"post;how-to;introduction;technology;nlp;tensorflow";5
L01164;https://betterfigures.org/2015/06/23/picking-a-colour-scale-for-scientific-graphics/;Better Figures;Doug McNeall;2015-07-23;Here are some recommendations for making scientific graphics which help your audience understand your data as easily as possible. ;"post;data-viz;colour;recommendation";https://betterfigures.org;website;rep;https://betterfigures.files.wordpress.com/2015/06/evapotranspiration-map.jpg?w=640&h=516;NA;NA;No;post;recommendation;;;data-viz;;colour;;;;"post;recommendation;data-viz;colour";4
L01165;https://www.datacamp.com/courses/factor-analysis-in-r;Factor Analysis in R;Jennifer Brussow;Current;Explore latent variables, such as personality, using exploratory and confirmatory factor analyses.;"course;rstats;technique";https://www.datacamp.com;website;rep;https://assets.datacamp.com/users/avatars/000/285/191/medium/IMG_20180301_082230_314_-_Jennifer_Brussow.jpg?1531168548;NA;NA;No;course;;;;;technique;;rstats;;technology;"course;technique;technology;rstats";3
L01166;https://www.esri.com/arcgis-blog/products/arcgis-pro/imagery/deep-learning-in-arcgis-story-map/;Deep Learning in ArcGIS Pro: Integrating Hierarchical Models with the ArcGIS Platform;Julia Lenhardt;2018-10-03;In this Story Map, we tell two applied Platform Stories, where we used deep learning tools to detect objects, then published the results to the cloud for verification, task assignment, and job monitoring. We used ArcGIS Online, Configurable Apps (including the new Image Visit app), Workforce for ArcGIS and Operations Dashboard to tell a full story of how you can use the ArcGIS Platform to get the job done.;"post;technique;dl;geospatial;example";https://www.esri.com;website;rep;https://www.esri.com/arcgis-blog/wp-content/uploads/2018/05/arcgis-blog-default-card-pro-card-1-826x465.jpg;NA;NA;No;post;;example;;;technique;dl#geospatial;;;;"post;example;technique;dl;geospatial";4
L01172;http://blog.schochastics.net/post/analyzing-the-greatest-strikers-in-football-ii-visualizing-data/;Analyzing the Greatest Strikers in Football II: Visualizing Data;David Schoch;2018-10-06;This is the second part of Analyzing the Greatest Strikers in Football. In the first part, we created the function get_goals() which allows us to conveniently scrape detailed information of players career goals from transfermarkt.co.uk. In this part, we are going to explore the data.;"post;tutorial;sports;rstats;data-analysis";http://blog.schochastics.net;website;rep;/img/logos/rblogger-logo.png;NA;NA;No;post;tutorial;;;data-analysis;;sports;rstats;;technology;"post;tutorial;data-analysis;technology;sports;rstats";5
L01177;https://www.tychobra.com/posts/2018_10_09_nn_from_scratch/;How to build your own Neural Network from scratch in R;Andy Merlino;2018-10-08;"In this post we recreate the above-mentioned Python neural network from scratch in R. Our R refactor is focused on simplicity and understandability; we are not concerned with writing the most efficient or elegant code.";"post;technique;ml;how-to";https://www.tychobra.com;website;rep;/img/logos/rblogger-logo.png;NA;NA;No;post;how-to;;;;technique;ml;;;;"post;how-to;technique;ml";4
L01178;https://towardsdatascience.com/the-gold-standard-of-data-science-project-management-13d68c9e85d6;The “Gold Standard” for Data Science Project Management;Matt.0;2018-10-06;However, this has been a topic I’ve been thinking about for some time. A number of other great resources I’d read in the past (1,2,3,4) inspired me to create a Github repo for a Gold Standard workflow for setting up a new data science project directory.;"post;workflow;data-science;process;methodology;recommendation";https://towardsdatascience.com;website;rep;/img/logos/rblogger-logo.png;NA;NA;No;post;recommendation;;;data-science;workflow#process#methodology;;;;;"post;recommendation;data-science;workflow;process;methodology";4
L01180;https://win-vector.com/2018/10/10/some-r-guides-tidyverse-and-data-table-versions/;Some R Guides: tidyverse and data.table Versions;John Mount;2018-10-10;Saghir Bashir of ilustat recently shared a nice getting started with R and tidyverse guide.;"post;list;guide;tidyverse;rstats";https://win-vector.com;website;rep;/img/logos/rblogger-logo.png;NA;NA;No;post;list#guide;;;;;;tidyverse#rstats;;technology;"post;list;guide;technology;tidyverse;rstats";3
L01181;https://www.datacamp.com/courses/mixture-models-in-r;Mixture Models in R;Ryan Sheehy;2018-10-10;Learn mixture models: a convenient and formal statistical framework for probabilistic clustering and classification.;"course;rstats;ml;technique;data-science";https://www.datacamp.com;website;rep;/img/logos/rblogger-logo.png;NA;NA;No;course;;;;data-science;technique;ml;rstats;;technology;"course;data-science;technique;technology;ml;rstats";5
L01182;https://www.r-bloggers.com/review-excel-tvs-data-science-with-power-bi-and-r/;Review: Excel TV’s Data Science with Power BI and R;George Mount;2018-10-12;The course, entitled “Data Science with R and Power BI,” is a well-researched course on combining these applications to deliver insight from data.;"post;course;data-science;rstats;excel";https://www.r-bloggers.com;website;rep;https://i1.wp.com/georgejmount.com/wp-content/uploads/2018/10/RyanWade.jpg?resize=300%2C300&ssl=1;NA;NA;No;post#course;;;;data-science;;;rstats#excel;;technology;"post;course;data-science;technology;rstats;excel";3
L01183;https://homepage.univie.ac.at/noichlm94/posts/structure-of-recent-philosophy-ii/;I'm Max Noichl! I'm a doctoral researcher working at the borders of philosophy, computational social science and digital humanities – all about doing philosophy with computers! ;Max Noichl;Undated;I'm a doctoral researcher working at the borders of philosophy, computational social science and digital humanities – all about doing philosophy with computers! ;"blog;project;digital-art;interesting";https://homepage.univie.ac.at;website;rep;/img/images/geometric-pattern-06.jpg;NA;NA;No;blog;project;;;;;;;digital-art#interesting;;"blog;project;digital-art;interesting";3
L01185;http://varianceexplained.org/r/tidy-tuesday-college-major/;Exploring college major and income: a live data analysis in R;David Robinson;2018-10-16;I’ve now released my first such screencast, exploring this week’s Tidy Tuesday dataset on (the data behind The Economic Guide to Picking a College Major). You can also find the R Markdown I produced here.;"video;example;technique;data-analysis;rstats";http://varianceexplained.org;website;rep;/img/logos/rblogger-logo.png;NA;NA;No;video;;example;;data-analysis;technique;;rstats;;technology;"video;example;data-analysis;technique;technology;rstats";5
L01186;https://charticulator.com/;What people say about Charticulator;Bongshin Lee et al.;2022;Create Bespoke Chart Designs without Programming Launch Charticulator Charticulator requires the use of a mouse or touch screen. Compatible with Microsoft Edge, Google Chrome, and Mozilla Firefox. Free and Open Source from Microsoft Research ...;"tool;data-viz;chart;design";https://charticulator.com;website;rep;https://charticulator.azureedge.net/images/tweets/tweet2.800x800.jpg;NA;NA;No;site;;;;data-viz;tool#design;chart;;;;"site;data-viz;tool;design;chart";4
L01187;https://news.microsoft.com/en-nz/2018/10/18/politico-europe-elects-microsoft-technology-to-power-its-innovative-new-elections-hub/;POLITICO Europe elects Microsoft technology to power its innovative new Elections hub;Ben Rudolph;2018-10-18;In collaboration with Microsoft, POLITICO Europe launched a new Elections hub to report on the upcoming 2019 European Parliamentary elections. One of the key features of the hub is a stunning interactive data visualisation – built with Microsoft Power BI and Enlighten Designs.;"dubious;pr;data-viz;powerbi";https://news.microsoft.com;website;rep;https://news.microsoft.com/wp-content/uploads/prod/sites/433/2018/10/flag-3370970_1920-960x640.jpg;NA;NA;No;;pr;;dubious;data-viz;;;powerbi;;technology;"pr;dubious;data-viz;technology;powerbi";4
L01188;https://flowingdata.com/2018/10/17/ask-the-question-visualize-the-answer/;Ask the Question, Visualize the Answer;Nathan Yau;2018-10-17;A practical example for how asking and answering questions helps guide you towards more focused data graphics.;"post;data-viz;perspective;technique;inspiration;process";https://flowingdata.com;website;rep;/img/images/geometric-pattern-06.jpg;NA;NA;No;post;perspective;;;data-viz#inspiration;technique#process;;;;;"post;perspective;data-viz;inspiration;technique;process";4
L01191;https://www.sarasoueidan.com/blog/hex-rgb-to-hsl/;On Switching from HEX & RGB to HSL;Sara Soueidan;2018-08-12; Published on 12 Aug, 2018, and takes approximately 7 min to read  A couple of weeks ago I tweeted about a feature that I didn’t know existed in VS Code: the visual color editor that pops up when you hover over color values in a style sheet. I...;"post;development;colour;advice;how-to";https://www.sarasoueidan.com;website;rep;/img/images/geometric-pattern-06.jpg;NA;NA;No;post;advice#how-to;;;;;development#colour;;;;"post;advice;how-to;development;colour";3
L01193;https://opensciencemooc.eu/;Open Science Courses;Open Science MOOC;Current;We want to help make open the default setting for all global research. Open Science is for everyone. Help us spread the word by joining our open Slack channel and invite your friends and colleagues to be part of our community. ;"course;open;science;free";https://opensciencemooc.eu;website;rep;/img/images/geometric-pattern-06.jpg;NA;NA;No;course;;;;;open;;;science#free;;"course;open;science;free";3
L01195;https://susanli2016.github.io/Inferential-Statistics/;Statistical inference with the General Social Survey Data;Susan Li;2017-06-06;The General Social Survey (GSS) is a sociological survey used to collect information and keep a historical record of the concerns, experiences, attitudes, and practices of residents of the United States. GSS questions cover a diverse range of issues including national spending priorities, marijuana use, crime and punishment, race relations, quality of life, confidence in institutions, and sexual behavior.;"post;data-analysis;inference;example;rstats";https://susanli2016.github.io;website;rep;/img/logos/rblogger-logo.png;NA;NA;No;post;;example;;data-analysis;;inference;rstats;;technology;"post;example;data-analysis;technology;inference;rstats";5
L01196;http://www.deeplytrivial.com/2018/10/statistics-sunday-what-fast-food-can.html;Statistics Sunday: What Fast Food Can Tell Us About a Community and the World;Sara Locatelli;2018-10-21;Two statistical indices crossed my inbox in the last week, both of which use fast food restaurants to measure a concept indirectly.;"post;example;statistics";http://www.deeplytrivial.com;website;rep;https://i2.wp.com/3.bp.blogspot.com/-gbBMpUA8EOw/W8x-HrgLNGI/AAAAAAAAOHQ/RxebYB0qdeEjq-PwL-fCBPSbcXGz62PegCLcBGAs/s320/waffle-984499_1920.jpg?resize=450%2C1067&ssl=1;NA;NA;No;post;;example;;;;statistics;;;;"post;example;statistics";3
L01197;http://www.deeplytrivial.com/2017/08/statistics-sunday-how-does-consumer.html;Statistics Sunday: How Does the Consumer Price Index Work?;Sara Locatelli;2017-08-13;The CPI is a great demonstration of sampling and statistical analysis, so for today's Statistics Sunday, we'll delve into the history and process of the CPI.;"post;statistics;overview;general;technique;cpi";http://www.deeplytrivial.com;website;rep;https://3.bp.blogspot.com/-ibhQIJMDdwg/WY822koqW8I/AAAAAAAAIw4/7Pmz1t6Rz5kauZYhYN1yP7bWzKNn2YMlgCLcBGAs/s320/basket-918416_1920.jpg;NA;NA;No;post;general;overview;;;technique;statistics#cpi;;;;"post;general;overview;technique;statistics;cpi";5
L01198;https://blog.dataiku.com/mvp-for-data-projects;MVP for Data Projects;Lynn Heidmann ;2018-1o-22;Often when companies get started with data projects (especially when the initiatives come from the C-suite or from the top down), they bite off more than they can chew and end up with less-than-optimal results. But organizations can avoid this frustration by taking a cue from the lean startup thinking popularized by Eric Ries and applying the principles of the Minimal Viable Product (MVP) to data projects.;"post;definition;data;project;recommendation";https://blog.dataiku.com;website;rep;https://blog.dataiku.com/hs-fs/hubfs/teamwork.jpg?width=600&name=teamwork.jpg;NA;NA;No;post;project#recommendation;definition;;;data;;;;;"post;project;recommendation;definition;data";4
L01200;https://clhenrick.io/d3-for-print-carto/;D3JS for Print Cartography;Chris Henrick;2018-09-17;Towards a D3JS Web to Print Cartography Workflow ;"post;d3js;geospatial;workflow";https://clhenrick.io;website;rep;/img/images/geometric-pattern-06.jpg;NA;NA;No;post;;;;;workflow;geospatial;d3js;;technology;"post;workflow;technology;geospatial;d3js";4
L01202;https://alper.datav.is/publications/dashboards/;What Do We Talk About When We Talk About Dashboards?;Alper Sarikaya et al.;2019;In this paper, we explore the genre of dashboards through a two-prong approach. We survey the existing literature in business, marketing, and related fields to capture the relevant factors to consider when designing appropriate dashboards and their tools for consumption by different parties, all of which have differing levels of visualization literacy, data literacy, and decision agency. We also collect examples of dashboard designs based on the dimensions derived from our literature search, and identify different clusters of dashboard designs with similar analysis goals, audiences, and decision support.;"paper;talk;data-viz;dashboard;example;perspective";https://alper.datav.is;website;rep;/img/images/geometric-pattern-06.jpg;NA;NA;No;paper#talk;perspective;example;;data-viz;;dashboard;;;;"paper;talk;perspective;example;data-viz;dashboard";5
L01203;https://blogs.scientificamerican.com/sa-visual/visualizing-science-illustration-and-beyond/;Visualizing Science: Illustration and Beyond; Jen Christiansen;2018-10-25;Where does the illustrator end and the infographer begin? How does data visualization fit in? And what does science have to say about the design decisions we make?;"article;data-viz;general;design";https://blogs.scientificamerican.com;website;rep;https://static.scientificamerican.com/blogs/assets/Image/saw090618SA_Visual022.jpg;NA;NA;No;article;general;;;data-viz;design;;;;;"article;general;data-viz;design";4
L01204;https://twitter.com/NadiehBremer/status/1057378232654327809/photo/1;"Really, @sxywu has really outdone herself this time! Her latest project with @SFMOMA literally looks like something that I didn’t think was possible with #dataviz &amp; programming, so artistic and subtle 😍🤩 https://t.co/eynD1TR2tx";@NadiehBremer;2018-10-30;"Really, @sxywu has really outdone herself this time! Her latest project with @SFMOMA literally looks like something that I didn’t think was possible with #dataviz &amp; programming, so artistic and subtle 😍🤩 https://t.co/eynD1TR2tx";"post;data-viz;example;inspiration";https://twitter.com;twitter;rep;/img/images/geometric-pattern-06.jpg;http://pbs.twimg.com/profile_images/1538816018293968896/W-FSuABi_normal.jpg;http://VisualCinnamon.com;No;post;;example;;data-viz#inspiration;;;;;;"post;example;data-viz;inspiration";3
L01205;https://statisticaloddsandends.wordpress.com/2018/10/25/getting-started-stamen-maps-with-ggmap/;Getting started: Stamen maps with ggmap;>;2018-10-25;Spatial visualizations really come to life when you have a real map as a background. In R, ggmap is the package that you’ll want to use to get these maps. In what follows, we’ll demonstrate how to use ggmap with the Sacramento dataset in the caret package. ;"tutorial;geospatial;ggmap;package;getting-started;stamen-maps";https://statisticaloddsandends.wordpress.com;website;rep;/img/images/geometric-pattern-06.jpg;NA;NA;No;package;tutorial;getting-started;;;;geospatial;ggmap#stamen-maps;;technology;"package;tutorial;getting-started;technology;geospatial;ggmap;stamen-maps";5
L01208;https://www.littlemissdata.com/blog/simple-eda;Explore Your Dataset in R;Laura Ellis;2018-11-05;As person who works with data, one of the most exciting activities is to explore a fresh new dataset.  You’re looking to understand what variables you have, how many records the data set contains, how many missing values, what is the variable structure, what are the variable relationships and more.   While there is a ton you can do to get up and running, I want to show you a few simple commands to help you get a fast overview of the data set you are working with.;"post;example;how-to;data-science;data-preparation;data-analysis";https://www.littlemissdata.com;website;rep;/img/logos/rblogger-logo.png;NA;NA;No;post;how-to;example;;data-science#data-analysis;;data-preparation;;;;"post;how-to;example;data-science;data-analysis;data-preparation";5
L01209;https://freakonometrics.hypotheses.org/56264;THE “PROBABILITY TO WIN” IS HARD TO ESTIMATE…;arthur charpentier;2018-11-06;Real-time computation (or estimation) of the “probability to win” is difficult. We’ve seem that in soccer games, in elections… but actually, as a professor, I see that frequently when I grade my students.;"post;technique;statistics;rstats";https://freakonometrics.hypotheses.org;website;rep;/img/logos/rblogger-logo.png;NA;NA;No;post;;;;;technique;statistics;rstats;;technology;"post;technique;technology;statistics;rstats";4
L01210;https://blog.revolutionanalytics.com/2018/11/working-with-us-census-data-in-r.html;Working with US Census Data in R;David Smith;2018-11-06;To help R users access this rich source of data, Ari Lamstein and Logan Powell have published A Guide to Working with US Census Data in R, a publication of the R Consortium Census Working Group.;"post;dataset;data-analysis;package;overview";https://blog.revolutionanalytics.com;website;rep;/img/logos/rblogger-logo.png;NA;NA;No;post#package;dataset;overview;;data-analysis;;;;;;"post;package;dataset;overview;data-analysis";4
L01213;https://policyviz.com/2018/08/07/dataviz-cheatsheet/;DataViz Cheatsheet;Jonathan Schwabish;2018-08-07;When it comes to learning how to best visualize your data, there is a plethora of great books, websites, blogs, and podcasts. In my Core Principles classes and workshops, I provide this cheat sheet as a summary of some of the core lessons. Obviously, this doesn’t cover everything, but I think it serves as a good reminder of best practices and core things to keep in mind.;"post;data-viz;cheatsheet;principle";https://policyviz.com;website;rep;/img/images/geometric-pattern-06.jpg;NA;NA;No;post;cheatsheet;;;data-viz;principle;;;;;"post;cheatsheet;data-viz;principle";4
L01216;https://www.esri.com/arcgis-blog/products/arcgis-pro/mapping/take-your-map-to-the-next-level/;Take your map to the next cartographic level, Part 1;Heather Smith;2018-11-10;This tutorial shares some easy tips for improving the cartography of your map using ArcGIS Pro. It comes with a project package that you can follow along with, but the skills and ideas shared here are transferable to most mapping projects.;"tutorial;geospatial;arcgis;technique;tool";https://www.esri.com;website;rep;https://www.esri.com/arcgis-blog/wp-content/uploads/2018/05/arcgis-blog-default-card-pro-card-1-826x465.jpg;NA;NA;No;;tutorial;;;;technique#tool;geospatial;arcgis;;technology;"tutorial;technique;tool;technology;geospatial;arcgis";4
L01218;https://en.wikipedia.org/wiki/Cross-industry_standard_process_for_data_mining;Cross-industry standard process for data mining;Wikipedia;Undated; Cross-industry standard process for data mining, known as CRISP-DM,[1] is an open standard process model that describes common approaches used by data mining experts. It is the most widely-used analytics model.[2] In 2015, IBM released a new me...;"data-mining;data-science;process;overview";https://en.wikipedia.org;website;rep;/img/images/geometric-pattern-06.jpg;NA;NA;No;article;;overview;;data-science;process;data-mining;;;;"article;overview;data-science;process;data-mining";5
L01219;https://www.interaction-design.org/literature/article/design-thinking-a-quick-overview;10 Insightful Design Thinking Frameworks: A Quick Overview;Rikke Friis Dam & Teo Yu Siang ;2019;If you’ve just started to embark on your journey into the field of design thinking, you may have noticed different frameworks cropping up here and there. This is nothing to worry about—it’s simply the result of different people’s perceptions of the design thinking process. To help you get your head around these interpretations, we’ve prepared a useful summary of the most popular design thinking frameworks used by global design firms and national design agencies.;"post;design;framework;introduction;interaction";https://www.interaction-design.org;website;rep;https://public-images.interaction-design.org/literature/articles/heros/article_130806_hero_6284d49a9b08e0.50808848.jpg;NA;NA;No;post;;introduction;;;design#framework;interaction;;;;"post;introduction;design;framework;interaction";4
L01224;https://www.visualcapitalist.com/measuring-perceptions-of-uncertainty/;Measuring Perceptions of Uncertainty;Jeff Desjardins;2017-04-29;What is the difference between an event that is probable and one that is highly likely?;"post;probability;data-viz;example;perception";https://www.visualcapitalist.com;website;rep;https://www.visualcapitalist.com/wp-content/uploads/2022/06/ports-receiving-russia-fossil-fuel-prev-1-400x240.jpg;NA;NA;No;post;;example;;data-viz;;probability;;perception;;"post;example;data-viz;probability;perception";5
L01225;https://hackernoon.com/why-adopting-nosql-is-difficult-for-beginners-511659fb79d9;Why Adopting NoSQL is Difficult for Beginners;Ashan Frenando;2018-11-24;With the adoption of NoSQL by industry giants and the ever-increasing NoSQL database options, it is becoming a trend in considering NoSQL as alternatives to Relational Databases for mainstream software development.;"post;general;nosql";https://hackernoon.com;website;rep;/img/images/geometric-pattern-06.jpg;NA;NA;No;post;general;;;;;nosql;;;;"post;general;nosql";3
L01230;https://blog.revolutionanalytics.com/2018/11/r-support-in-azure-sql-database.html;R now supported in Azure SQL Database;David Smith;2018-11-28;Azure SQL Database, the database-as-a-service based on Microsoft SQL Server, now offers R integration.;"post;feature;overview;rstats";https://blog.revolutionanalytics.com;website;rep;/img/logos/rblogger-logo.png;NA;NA;No;post;;overview;;;feature;;rstats;;technology;"post;overview;feature;technology;rstats";4
L01232;https://github.com/afshinea/stanford-cs-230-deep-learning;Deep Learning cheatsheets for Stanford's CS 230;Afshine Amidi & Shervine Amidi ;2020;This repository aims at summing up in the same place all the important notions that are covered in Stanford's CS 230 Deep Learning course;"repo;cheatsheet;dl;resource";https://www.kdnuggets.com;website;rep;https://www.kdnuggets.com/wp-content/uploads/freecodecamp-automate-python.jpg;NA;NA;No;;repo#cheatsheet#resource;;;;;dl;;;;"repo;cheatsheet;resource;dl";2
L01233;https://www.datascienceblog.net/post/machine-learning/linear-discriminant-analysis/;Linear, Quadratic, and Regularized Discriminant Analysis;Matthias Döring;2018-11-29;This post focuses mostly on LDA and explores its use as a classification and visualization technique, both in theory and in practice. Since QDA and RDA are related techniques, I shortly describe their main properties and how they can be used in R.;"post;technique;explainer;rstats;lda";https://www.datascienceblog.net;website;rep;/img/logos/rblogger-logo.png;NA;NA;No;post;;explainer;;;technique;lda;rstats;;technology;"post;explainer;technique;technology;lda;rstats";5
L01234;https://www.infoworld.com/article/3323006/r-language/do-more-with-r-quick-lookup-tables-using-named-vectors.html;Do more with R: Quick lookup tables using named vectors;Sharon Machlis;2018-11-30;Learn how named vectors give R developers an easy to use key-value pairs;"post;rstats;technique;tip;how-to";https://www.infoworld.com;website;rep;/img/images/geometric-pattern-06.jpg;NA;NA;No;post;tip#how-to;;;;technique;;rstats;;technology;"post;tip;how-to;technique;technology;rstats";4
L01237;https://twitter.com/nickchk/status/1067136325751529472/photo/1;I've been getting used to gganimate and thought it would be useful to put together some illustrations of what various causal inference methods *actually do to data* and how they work. Here, for example, is what it means to control for a (binary) variable https://t.co/lmEvJSPQgY;@nickchk;2018-11-26;I've been getting used to gganimate and thought it would be useful to put together some illustrations of what various causal inference methods *actually do to data* and how they work. Here, for example, is what it means to control for a (binary) variable https://t.co/lmEvJSPQgY;"post;animation;data-viz;example;ggplot2;rstats";https://twitter.com;twitter;rep;/img/images/geometric-pattern-06.jpg;http://pbs.twimg.com/profile_images/1147132313/av_normal.jpg;http://nickchk.com;No;post;;example;;data-viz;;animation;ggplot2#rstats;;technology;"post;example;data-viz;technology;animation;ggplot2;rstats";5
L01240;https://shirinsplayground.netlify.app/2018/11/ml_basics_gbm/;Machine Learning Basics - Gradient Boosting & XGBoost;Dr. Shirin Glander;2018-11-28;Like Random Forest, Gradient Boosting is another technique for performing supervised machine learning tasks, like classification and regression. The implementations of this technique can have different names, most commonly you encounter Gradient Boosting machines (abbreviated GBM) and XGBoost.;"post;technique;ml;explainer;how-to";https://shirinsplayground.netlify.app;website;rep;/img/logos/rblogger-logo.png;NA;NA;No;post;how-to;explainer;;;technique;ml;;;;"post;how-to;explainer;technique;ml";5
L01242;https://www.diyphotography.net/nasa-makes-entire-media-library-publicly-accessible-copyright-free/;NASA makes their entire media library publicly accessible and copyright free;Dunja Djudjic;2017-04-20;No matter if you enjoy taking or just watching images of space, NASA has a treat for you. They have made their entire collection of images, sounds, and video available and publicly searchable online. It’s 140,000 photos and other resources available for you to see, or even download and use it any way you like.;"image;nasa;free;resource";https://www.diyphotography.net;website;rep;https://www.diyphotography.net/wp-content/uploads/2017/04/nasa-gallery-768x646.jpg?ezimgfmt=rs%3Adevice%2Frscb1-1;NA;NA;No;;resource;;;;;;nasa;image#free;technology;"resource;technology;nasa;image;free";3
L01244;https://powerbi.tips/2018/12/respect-layers/;Respect Layers;Seth Bauer;2018-12-04;An end user can mistakenly click on that background layer and the entire object pops from the background to the foreground. In this quick tutorial, we’ll show you how to STOP this from happening! We learned the technique through a webinar given by Miguel Myers and wanted to make sure we spread the word because it will have a huge impact on how we can build reports!;"video;tutorial;technique;powerbi;dashboard;design";https://powerbi.tips;website;rep;/img/images/geometric-pattern-06.jpg;NA;NA;No;video;tutorial;;;;technique#design;dashboard;powerbi;;technology;"video;tutorial;technique;design;technology;dashboard;powerbi";5
L01247;https://appsilon.com/deep-learning-in-satellite-imagery/;Deep learning in Satellite imagery;Damian Rodziewicz;2018-12-04;In this article, I hope to inspire you to start exploring satellite imagery datasets.;"post;dataset;data-viz;technique;tutorial";https://appsilon.com;website;rep;https://i1.wp.com/appsilon.com/assets/uploads/2018/12/sydney_beach.jpg?w=450&ssl=1;NA;NA;No;post;dataset#tutorial;;;data-viz;technique;;;;;"post;dataset;tutorial;data-viz;technique";4
L01248;https://kieranhealy.org/blog/archives/2018/12/04/heatmaps-of-mortality-rates/;Heatmaps of Mortality Rates;kieran healy;2018-12-04;I’ve been playing with graphing different kinds of data. One great source of rich time-series data is mortality.org, which hosts a collection of standardized demographic data for a large number of countries.;"post;data-viz;rstats;mortality;technique";https://kieranhealy.org;website;rep;/img/logos/rblogger-logo.png;NA;NA;No;post;;;;data-viz;technique;;rstats;mortality;technology;"post;data-viz;technique;technology;rstats;mortality";5
L01251;https://arxiv.org/abs/1312.6199;Intriguing properties of neural networks;Christian Szegedy et al.;2013-12-21;First, we find that there is no distinction between individual high level units and random linear combinations of high level units, according to various methods of unit analysis. It suggests that it is the space, rather than the individual units, that contains of the semantic information in the high layers of neural networks. Second, we find that deep neural networks learn input-output mappings that are fairly discontinuous to a significant extend.;"paper;research;ml;advanced";https://arxiv.org;website;rep;/img/images/geometric-pattern-06.jpg;NA;NA;No;paper;research;advanced;;;;ml;;;;"paper;research;advanced;ml";4
L01252;http://datastori.es/132-a-new-generation-of-dataviz-tools/; 132  |  A New Generation of DataViz Tools;Enrico Bertini & Moritz Stefaner ;2018-12-06;We have data visualization freelancer and old friend-of-the-podcast Andy Kirk with us to talk about a new generation of data viz tools.;"podcast;data-viz;tool;advice;inspiration";http://datastori.es;website;rep;http://datastori.es/wp-content/uploads/2018/11/IMG_3492-copy-150x150.jpg;NA;NA;No;podcast;advice;;;data-viz#inspiration;tool;;;;;"podcast;advice;data-viz;inspiration;tool";4
L01256;https://datajournalismhandbook.org/handbook/two;The Data Journalism Handbook 2;Jonathan Gray & Liliana Bounegru;Various;"When you combine the sheer scale and range of digital information now available with a journalist’s ""nose for news"" and her ability to tell a compelling story, a new world of possibility opens up. Explore the potential, limits, and applied uses of this new and fascinating field.";"book;data-story;guide;practice;journalism;technique";https://datajournalismhandbook.org;website;rep;/img/images/geometric-pattern-06.jpg;NA;NA;No;book;guide;;;;practice#technique;data-story#journalism;;;;"book;guide;practice;technique;data-story;journalism";4
